,model1,model2,model2_5,model3,model3_5,model4,model4_5,model5,model6
Validation_Accuracy,0.5119047619047619,0.44999998807907104,0.6071428656578064,0.4285714328289032,0.5404762029647827,0.5952380895614624,0.6071428656578064,0.6071428656578064,0.5523809790611267
